Token	POS-Tag	OOV	Id	Index	Granularidade	Documento
fui	AUX	1	8	3	0	antes da pandemia fui em uma festa balaia la perto da galeria do rock na saida o seguranca tava escoltando ate a esquina pq quem passava sozinho era assaltado e espancado mesmo ja estando amanhecendo e pequeno detalhe na praca da republica tinham uns 20 policias fazendo nada
em	ADP	0	8	4	0	antes da pandemia fui em uma festa balaia la perto da galeria do rock na saida o seguranca tava escoltando ate a esquina pq quem passava sozinho era assaltado e espancado mesmo ja estando amanhecendo e pequeno detalhe na praca da republica tinham uns 20 policias fazendo nada
uma	DET	0	8	5	0	antes da pandemia fui em uma festa balaia la perto da galeria do rock na saida o seguranca tava escoltando ate a esquina pq quem passava sozinho era assaltado e espancado mesmo ja estando amanhecendo e pequeno detalhe na praca da republica tinham uns 20 policias fazendo nada
festa	NOUN	0	8	6	0	antes da pandemia fui em uma festa balaia la perto da galeria do rock na saida o seguranca tava escoltando ate a esquina pq quem passava sozinho era assaltado e espancado mesmo ja estando amanhecendo e pequeno detalhe na praca da republica tinham uns 20 policias fazendo nada
balaia	ADJ	1	8	7	0	antes da pandemia fui em uma festa balaia la perto da galeria do rock na saida o seguranca tava escoltando ate a esquina pq quem passava sozinho era assaltado e espancado mesmo ja estando amanhecendo e pequeno detalhe na praca da republica tinham uns 20 policias fazendo nada
la	PROPN	0	8	8	0	antes da pandemia fui em uma festa balaia la perto da galeria do rock na saida o seguranca tava escoltando ate a esquina pq quem passava sozinho era assaltado e espancado mesmo ja estando amanhecendo e pequeno detalhe na praca da republica tinham uns 20 policias fazendo nada
perto	ADV	0	8	9	0	antes da pandemia fui em uma festa balaia la perto da galeria do rock na saida o seguranca tava escoltando ate a esquina pq quem passava sozinho era assaltado e espancado mesmo ja estando amanhecendo e pequeno detalhe na praca da republica tinham uns 20 policias fazendo nada
da	ADP	0	8	10	0	antes da pandemia fui em uma festa balaia la perto da galeria do rock na saida o seguranca tava escoltando ate a esquina pq quem passava sozinho era assaltado e espancado mesmo ja estando amanhecendo e pequeno detalhe na praca da republica tinham uns 20 policias fazendo nada
galeria	NOUN	0	8	11	0	antes da pandemia fui em uma festa balaia la perto da galeria do rock na saida o seguranca tava escoltando ate a esquina pq quem passava sozinho era assaltado e espancado mesmo ja estando amanhecendo e pequeno detalhe na praca da republica tinham uns 20 policias fazendo nada
do	ADP	0	8	12	0	antes da pandemia fui em uma festa balaia la perto da galeria do rock na saida o seguranca tava escoltando ate a esquina pq quem passava sozinho era assaltado e espancado mesmo ja estando amanhecendo e pequeno detalhe na praca da republica tinham uns 20 policias fazendo nada
rock	NOUN	0	8	13	0	antes da pandemia fui em uma festa balaia la perto da galeria do rock na saida o seguranca tava escoltando ate a esquina pq quem passava sozinho era assaltado e espancado mesmo ja estando amanhecendo e pequeno detalhe na praca da republica tinham uns 20 policias fazendo nada
na	ADP	0	8	14	0	antes da pandemia fui em uma festa balaia la perto da galeria do rock na saida o seguranca tava escoltando ate a esquina pq quem passava sozinho era assaltado e espancado mesmo ja estando amanhecendo e pequeno detalhe na praca da republica tinham uns 20 policias fazendo nada
saida	NOUN	1	8	15	0	antes da pandemia fui em uma festa balaia la perto da galeria do rock na saida o seguranca tava escoltando ate a esquina pq quem passava sozinho era assaltado e espancado mesmo ja estando amanhecendo e pequeno detalhe na praca da republica tinham uns 20 policias fazendo nada
o	DET	0	8	16	0	antes da pandemia fui em uma festa balaia la perto da galeria do rock na saida o seguranca tava escoltando ate a esquina pq quem passava sozinho era assaltado e espancado mesmo ja estando amanhecendo e pequeno detalhe na praca da republica tinham uns 20 policias fazendo nada
seguranca	NOUN	1	8	17	0	antes da pandemia fui em uma festa balaia la perto da galeria do rock na saida o seguranca tava escoltando ate a esquina pq quem passava sozinho era assaltado e espancado mesmo ja estando amanhecendo e pequeno detalhe na praca da republica tinham uns 20 policias fazendo nada
tava	AUX	1	8	18	0	antes da pandemia fui em uma festa balaia la perto da galeria do rock na saida o seguranca tava escoltando ate a esquina pq quem passava sozinho era assaltado e espancado mesmo ja estando amanhecendo e pequeno detalhe na praca da republica tinham uns 20 policias fazendo nada
escoltando	VERB	1	8	19	0	antes da pandemia fui em uma festa balaia la perto da galeria do rock na saida o seguranca tava escoltando ate a esquina pq quem passava sozinho era assaltado e espancado mesmo ja estando amanhecendo e pequeno detalhe na praca da republica tinham uns 20 policias fazendo nada
ate	ADV	0	8	20	0	antes da pandemia fui em uma festa balaia la perto da galeria do rock na saida o seguranca tava escoltando ate a esquina pq quem passava sozinho era assaltado e espancado mesmo ja estando amanhecendo e pequeno detalhe na praca da republica tinham uns 20 policias fazendo nada
a	DET	0	8	21	0	antes da pandemia fui em uma festa balaia la perto da galeria do rock na saida o seguranca tava escoltando ate a esquina pq quem passava sozinho era assaltado e espancado mesmo ja estando amanhecendo e pequeno detalhe na praca da republica tinham uns 20 policias fazendo nada
esquina	NOUN	0	8	22	0	antes da pandemia fui em uma festa balaia la perto da galeria do rock na saida o seguranca tava escoltando ate a esquina pq quem passava sozinho era assaltado e espancado mesmo ja estando amanhecendo e pequeno detalhe na praca da republica tinham uns 20 policias fazendo nada
pq	CCONJ	1	8	23	0	antes da pandemia fui em uma festa balaia la perto da galeria do rock na saida o seguranca tava escoltando ate a esquina pq quem passava sozinho era assaltado e espancado mesmo ja estando amanhecendo e pequeno detalhe na praca da republica tinham uns 20 policias fazendo nada
quem	PRON	0	8	24	0	antes da pandemia fui em uma festa balaia la perto da galeria do rock na saida o seguranca tava escoltando ate a esquina pq quem passava sozinho era assaltado e espancado mesmo ja estando amanhecendo e pequeno detalhe na praca da republica tinham uns 20 policias fazendo nada
passava	VERB	0	8	25	0	antes da pandemia fui em uma festa balaia la perto da galeria do rock na saida o seguranca tava escoltando ate a esquina pq quem passava sozinho era assaltado e espancado mesmo ja estando amanhecendo e pequeno detalhe na praca da republica tinham uns 20 policias fazendo nada
sozinho	ADV	0	8	26	0	antes da pandemia fui em uma festa balaia la perto da galeria do rock na saida o seguranca tava escoltando ate a esquina pq quem passava sozinho era assaltado e espancado mesmo ja estando amanhecendo e pequeno detalhe na praca da republica tinham uns 20 policias fazendo nada
era	AUX	0	8	27	0	antes da pandemia fui em uma festa balaia la perto da galeria do rock na saida o seguranca tava escoltando ate a esquina pq quem passava sozinho era assaltado e espancado mesmo ja estando amanhecendo e pequeno detalhe na praca da republica tinham uns 20 policias fazendo nada
assaltado	VERB	1	8	28	0	antes da pandemia fui em uma festa balaia la perto da galeria do rock na saida o seguranca tava escoltando ate a esquina pq quem passava sozinho era assaltado e espancado mesmo ja estando amanhecendo e pequeno detalhe na praca da republica tinham uns 20 policias fazendo nada
e	CCONJ	0	8	29	0	antes da pandemia fui em uma festa balaia la perto da galeria do rock na saida o seguranca tava escoltando ate a esquina pq quem passava sozinho era assaltado e espancado mesmo ja estando amanhecendo e pequeno detalhe na praca da republica tinham uns 20 policias fazendo nada
espancado	VERB	1	8	30	0	antes da pandemia fui em uma festa balaia la perto da galeria do rock na saida o seguranca tava escoltando ate a esquina pq quem passava sozinho era assaltado e espancado mesmo ja estando amanhecendo e pequeno detalhe na praca da republica tinham uns 20 policias fazendo nada
mesmo	ADV	0	8	31	0	antes da pandemia fui em uma festa balaia la perto da galeria do rock na saida o seguranca tava escoltando ate a esquina pq quem passava sozinho era assaltado e espancado mesmo ja estando amanhecendo e pequeno detalhe na praca da republica tinham uns 20 policias fazendo nada
ja	PROPN	0	8	32	0	antes da pandemia fui em uma festa balaia la perto da galeria do rock na saida o seguranca tava escoltando ate a esquina pq quem passava sozinho era assaltado e espancado mesmo ja estando amanhecendo e pequeno detalhe na praca da republica tinham uns 20 policias fazendo nada
estando	AUX	0	8	33	0	antes da pandemia fui em uma festa balaia la perto da galeria do rock na saida o seguranca tava escoltando ate a esquina pq quem passava sozinho era assaltado e espancado mesmo ja estando amanhecendo e pequeno detalhe na praca da republica tinham uns 20 policias fazendo nada
amanhecendo	VERB	1	8	34	0	antes da pandemia fui em uma festa balaia la perto da galeria do rock na saida o seguranca tava escoltando ate a esquina pq quem passava sozinho era assaltado e espancado mesmo ja estando amanhecendo e pequeno detalhe na praca da republica tinham uns 20 policias fazendo nada
e	CCONJ	0	8	35	0	antes da pandemia fui em uma festa balaia la perto da galeria do rock na saida o seguranca tava escoltando ate a esquina pq quem passava sozinho era assaltado e espancado mesmo ja estando amanhecendo e pequeno detalhe na praca da republica tinham uns 20 policias fazendo nada
pequeno	ADJ	0	8	36	0	antes da pandemia fui em uma festa balaia la perto da galeria do rock na saida o seguranca tava escoltando ate a esquina pq quem passava sozinho era assaltado e espancado mesmo ja estando amanhecendo e pequeno detalhe na praca da republica tinham uns 20 policias fazendo nada
detalhe	NOUN	0	8	37	0	antes da pandemia fui em uma festa balaia la perto da galeria do rock na saida o seguranca tava escoltando ate a esquina pq quem passava sozinho era assaltado e espancado mesmo ja estando amanhecendo e pequeno detalhe na praca da republica tinham uns 20 policias fazendo nada
na	ADP	0	8	38	0	antes da pandemia fui em uma festa balaia la perto da galeria do rock na saida o seguranca tava escoltando ate a esquina pq quem passava sozinho era assaltado e espancado mesmo ja estando amanhecendo e pequeno detalhe na praca da republica tinham uns 20 policias fazendo nada
praca	NOUN	1	8	39	0	antes da pandemia fui em uma festa balaia la perto da galeria do rock na saida o seguranca tava escoltando ate a esquina pq quem passava sozinho era assaltado e espancado mesmo ja estando amanhecendo e pequeno detalhe na praca da republica tinham uns 20 policias fazendo nada
da	ADP	0	8	40	0	antes da pandemia fui em uma festa balaia la perto da galeria do rock na saida o seguranca tava escoltando ate a esquina pq quem passava sozinho era assaltado e espancado mesmo ja estando amanhecendo e pequeno detalhe na praca da republica tinham uns 20 policias fazendo nada
republica	NOUN	1	8	41	0	antes da pandemia fui em uma festa balaia la perto da galeria do rock na saida o seguranca tava escoltando ate a esquina pq quem passava sozinho era assaltado e espancado mesmo ja estando amanhecendo e pequeno detalhe na praca da republica tinham uns 20 policias fazendo nada
tinham	VERB	0	8	42	0	antes da pandemia fui em uma festa balaia la perto da galeria do rock na saida o seguranca tava escoltando ate a esquina pq quem passava sozinho era assaltado e espancado mesmo ja estando amanhecendo e pequeno detalhe na praca da republica tinham uns 20 policias fazendo nada
uns	DET	0	8	43	0	antes da pandemia fui em uma festa balaia la perto da galeria do rock na saida o seguranca tava escoltando ate a esquina pq quem passava sozinho era assaltado e espancado mesmo ja estando amanhecendo e pequeno detalhe na praca da republica tinham uns 20 policias fazendo nada
20	NUM	0	8	44	0	antes da pandemia fui em uma festa balaia la perto da galeria do rock na saida o seguranca tava escoltando ate a esquina pq quem passava sozinho era assaltado e espancado mesmo ja estando amanhecendo e pequeno detalhe na praca da republica tinham uns 20 policias fazendo nada
policias	NOUN	1	8	45	0	antes da pandemia fui em uma festa balaia la perto da galeria do rock na saida o seguranca tava escoltando ate a esquina pq quem passava sozinho era assaltado e espancado mesmo ja estando amanhecendo e pequeno detalhe na praca da republica tinham uns 20 policias fazendo nada
fazendo	VERB	0	8	46	0	antes da pandemia fui em uma festa balaia la perto da galeria do rock na saida o seguranca tava escoltando ate a esquina pq quem passava sozinho era assaltado e espancado mesmo ja estando amanhecendo e pequeno detalhe na praca da republica tinham uns 20 policias fazendo nada
nada	PRON	0	8	47	0	antes da pandemia fui em uma festa balaia la perto da galeria do rock na saida o seguranca tava escoltando ate a esquina pq quem passava sozinho era assaltado e espancado mesmo ja estando amanhecendo e pequeno detalhe na praca da republica tinham uns 20 policias fazendo nada
7	['ADV', 'ADP', 'NOUN', 'AUX', 'ADP', 'DET', 'NOUN', 'ADJ', 'PROPN', 'ADV', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'DET', 'NOUN', 'AUX', 'VERB', 'ADV', 'DET', 'NOUN', 'CCONJ', 'PRON', 'VERB', 'ADV', 'AUX', 'VERB', 'CCONJ', 'VERB', 'ADV', 'PROPN', 'AUX', 'VERB', 'CCONJ', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'VERB', 'DET', 'NUM', 'NOUN', 'VERB', 'PRON']	[0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]	8	7	1	antes da pandemia fui em uma festa balaia la perto da galeria do rock na saida o seguranca tava escoltando ate a esquina pq quem passava sozinho era assaltado e espancado mesmo ja estando amanhecendo e pequeno detalhe na praca da republica tinham uns 20 policias fazendo nada
um	DET	0	9	0	0	um homem de 49 anos foi agredido na manha desta tercafeira 29 durante uma tentativa de roubo no centro de niteroi rj o crime ocorreu por volta das 9h na avenida ernani do amaral peixoto a policia agiu rapidamente e conseguiu conduzir o agressor a delegacia
homem	NOUN	0	9	1	0	um homem de 49 anos foi agredido na manha desta tercafeira 29 durante uma tentativa de roubo no centro de niteroi rj o crime ocorreu por volta das 9h na avenida ernani do amaral peixoto a policia agiu rapidamente e conseguiu conduzir o agressor a delegacia
de	ADP	0	9	2	0	um homem de 49 anos foi agredido na manha desta tercafeira 29 durante uma tentativa de roubo no centro de niteroi rj o crime ocorreu por volta das 9h na avenida ernani do amaral peixoto a policia agiu rapidamente e conseguiu conduzir o agressor a delegacia
49	NUM	0	9	3	0	um homem de 49 anos foi agredido na manha desta tercafeira 29 durante uma tentativa de roubo no centro de niteroi rj o crime ocorreu por volta das 9h na avenida ernani do amaral peixoto a policia agiu rapidamente e conseguiu conduzir o agressor a delegacia
anos	NOUN	0	9	4	0	um homem de 49 anos foi agredido na manha desta tercafeira 29 durante uma tentativa de roubo no centro de niteroi rj o crime ocorreu por volta das 9h na avenida ernani do amaral peixoto a policia agiu rapidamente e conseguiu conduzir o agressor a delegacia
foi	AUX	0	9	5	0	um homem de 49 anos foi agredido na manha desta tercafeira 29 durante uma tentativa de roubo no centro de niteroi rj o crime ocorreu por volta das 9h na avenida ernani do amaral peixoto a policia agiu rapidamente e conseguiu conduzir o agressor a delegacia
agredido	VERB	1	9	6	0	um homem de 49 anos foi agredido na manha desta tercafeira 29 durante uma tentativa de roubo no centro de niteroi rj o crime ocorreu por volta das 9h na avenida ernani do amaral peixoto a policia agiu rapidamente e conseguiu conduzir o agressor a delegacia
na	ADP	0	9	7	0	um homem de 49 anos foi agredido na manha desta tercafeira 29 durante uma tentativa de roubo no centro de niteroi rj o crime ocorreu por volta das 9h na avenida ernani do amaral peixoto a policia agiu rapidamente e conseguiu conduzir o agressor a delegacia
manha	NOUN	1	9	8	0	um homem de 49 anos foi agredido na manha desta tercafeira 29 durante uma tentativa de roubo no centro de niteroi rj o crime ocorreu por volta das 9h na avenida ernani do amaral peixoto a policia agiu rapidamente e conseguiu conduzir o agressor a delegacia
desta	ADP	0	9	9	0	um homem de 49 anos foi agredido na manha desta tercafeira 29 durante uma tentativa de roubo no centro de niteroi rj o crime ocorreu por volta das 9h na avenida ernani do amaral peixoto a policia agiu rapidamente e conseguiu conduzir o agressor a delegacia
tercafeira	PROPN	1	9	10	0	um homem de 49 anos foi agredido na manha desta tercafeira 29 durante uma tentativa de roubo no centro de niteroi rj o crime ocorreu por volta das 9h na avenida ernani do amaral peixoto a policia agiu rapidamente e conseguiu conduzir o agressor a delegacia
29	NUM	0	9	11	0	um homem de 49 anos foi agredido na manha desta tercafeira 29 durante uma tentativa de roubo no centro de niteroi rj o crime ocorreu por volta das 9h na avenida ernani do amaral peixoto a policia agiu rapidamente e conseguiu conduzir o agressor a delegacia
durante	ADP	0	9	12	0	um homem de 49 anos foi agredido na manha desta tercafeira 29 durante uma tentativa de roubo no centro de niteroi rj o crime ocorreu por volta das 9h na avenida ernani do amaral peixoto a policia agiu rapidamente e conseguiu conduzir o agressor a delegacia
uma	DET	0	9	13	0	um homem de 49 anos foi agredido na manha desta tercafeira 29 durante uma tentativa de roubo no centro de niteroi rj o crime ocorreu por volta das 9h na avenida ernani do amaral peixoto a policia agiu rapidamente e conseguiu conduzir o agressor a delegacia
tentativa	NOUN	0	9	14	0	um homem de 49 anos foi agredido na manha desta tercafeira 29 durante uma tentativa de roubo no centro de niteroi rj o crime ocorreu por volta das 9h na avenida ernani do amaral peixoto a policia agiu rapidamente e conseguiu conduzir o agressor a delegacia
de	ADP	0	9	15	0	um homem de 49 anos foi agredido na manha desta tercafeira 29 durante uma tentativa de roubo no centro de niteroi rj o crime ocorreu por volta das 9h na avenida ernani do amaral peixoto a policia agiu rapidamente e conseguiu conduzir o agressor a delegacia
roubo	NOUN	0	9	16	0	um homem de 49 anos foi agredido na manha desta tercafeira 29 durante uma tentativa de roubo no centro de niteroi rj o crime ocorreu por volta das 9h na avenida ernani do amaral peixoto a policia agiu rapidamente e conseguiu conduzir o agressor a delegacia
no	ADP	0	9	17	0	um homem de 49 anos foi agredido na manha desta tercafeira 29 durante uma tentativa de roubo no centro de niteroi rj o crime ocorreu por volta das 9h na avenida ernani do amaral peixoto a policia agiu rapidamente e conseguiu conduzir o agressor a delegacia
centro	NOUN	0	9	18	0	um homem de 49 anos foi agredido na manha desta tercafeira 29 durante uma tentativa de roubo no centro de niteroi rj o crime ocorreu por volta das 9h na avenida ernani do amaral peixoto a policia agiu rapidamente e conseguiu conduzir o agressor a delegacia
de	ADP	0	9	19	0	um homem de 49 anos foi agredido na manha desta tercafeira 29 durante uma tentativa de roubo no centro de niteroi rj o crime ocorreu por volta das 9h na avenida ernani do amaral peixoto a policia agiu rapidamente e conseguiu conduzir o agressor a delegacia
niteroi	PROPN	1	9	20	0	um homem de 49 anos foi agredido na manha desta tercafeira 29 durante uma tentativa de roubo no centro de niteroi rj o crime ocorreu por volta das 9h na avenida ernani do amaral peixoto a policia agiu rapidamente e conseguiu conduzir o agressor a delegacia
rj	PROPN	1	9	21	0	um homem de 49 anos foi agredido na manha desta tercafeira 29 durante uma tentativa de roubo no centro de niteroi rj o crime ocorreu por volta das 9h na avenida ernani do amaral peixoto a policia agiu rapidamente e conseguiu conduzir o agressor a delegacia
o	DET	0	9	22	0	um homem de 49 anos foi agredido na manha desta tercafeira 29 durante uma tentativa de roubo no centro de niteroi rj o crime ocorreu por volta das 9h na avenida ernani do amaral peixoto a policia agiu rapidamente e conseguiu conduzir o agressor a delegacia
crime	NOUN	0	9	23	0	um homem de 49 anos foi agredido na manha desta tercafeira 29 durante uma tentativa de roubo no centro de niteroi rj o crime ocorreu por volta das 9h na avenida ernani do amaral peixoto a policia agiu rapidamente e conseguiu conduzir o agressor a delegacia
ocorreu	VERB	0	9	24	0	um homem de 49 anos foi agredido na manha desta tercafeira 29 durante uma tentativa de roubo no centro de niteroi rj o crime ocorreu por volta das 9h na avenida ernani do amaral peixoto a policia agiu rapidamente e conseguiu conduzir o agressor a delegacia
por	ADP	0	9	25	0	um homem de 49 anos foi agredido na manha desta tercafeira 29 durante uma tentativa de roubo no centro de niteroi rj o crime ocorreu por volta das 9h na avenida ernani do amaral peixoto a policia agiu rapidamente e conseguiu conduzir o agressor a delegacia
volta	NOUN	0	9	26	0	um homem de 49 anos foi agredido na manha desta tercafeira 29 durante uma tentativa de roubo no centro de niteroi rj o crime ocorreu por volta das 9h na avenida ernani do amaral peixoto a policia agiu rapidamente e conseguiu conduzir o agressor a delegacia
das	ADP	0	9	27	0	um homem de 49 anos foi agredido na manha desta tercafeira 29 durante uma tentativa de roubo no centro de niteroi rj o crime ocorreu por volta das 9h na avenida ernani do amaral peixoto a policia agiu rapidamente e conseguiu conduzir o agressor a delegacia
9h	NOUN	1	9	28	0	um homem de 49 anos foi agredido na manha desta tercafeira 29 durante uma tentativa de roubo no centro de niteroi rj o crime ocorreu por volta das 9h na avenida ernani do amaral peixoto a policia agiu rapidamente e conseguiu conduzir o agressor a delegacia
na	ADP	0	9	29	0	um homem de 49 anos foi agredido na manha desta tercafeira 29 durante uma tentativa de roubo no centro de niteroi rj o crime ocorreu por volta das 9h na avenida ernani do amaral peixoto a policia agiu rapidamente e conseguiu conduzir o agressor a delegacia
avenida	NOUN	0	9	30	0	um homem de 49 anos foi agredido na manha desta tercafeira 29 durante uma tentativa de roubo no centro de niteroi rj o crime ocorreu por volta das 9h na avenida ernani do amaral peixoto a policia agiu rapidamente e conseguiu conduzir o agressor a delegacia
ernani	PROPN	1	9	31	0	um homem de 49 anos foi agredido na manha desta tercafeira 29 durante uma tentativa de roubo no centro de niteroi rj o crime ocorreu por volta das 9h na avenida ernani do amaral peixoto a policia agiu rapidamente e conseguiu conduzir o agressor a delegacia
do	ADP	0	9	32	0	um homem de 49 anos foi agredido na manha desta tercafeira 29 durante uma tentativa de roubo no centro de niteroi rj o crime ocorreu por volta das 9h na avenida ernani do amaral peixoto a policia agiu rapidamente e conseguiu conduzir o agressor a delegacia
amaral	PROPN	1	9	33	0	um homem de 49 anos foi agredido na manha desta tercafeira 29 durante uma tentativa de roubo no centro de niteroi rj o crime ocorreu por volta das 9h na avenida ernani do amaral peixoto a policia agiu rapidamente e conseguiu conduzir o agressor a delegacia
peixoto	PROPN	1	9	34	0	um homem de 49 anos foi agredido na manha desta tercafeira 29 durante uma tentativa de roubo no centro de niteroi rj o crime ocorreu por volta das 9h na avenida ernani do amaral peixoto a policia agiu rapidamente e conseguiu conduzir o agressor a delegacia
a	DET	0	9	35	0	um homem de 49 anos foi agredido na manha desta tercafeira 29 durante uma tentativa de roubo no centro de niteroi rj o crime ocorreu por volta das 9h na avenida ernani do amaral peixoto a policia agiu rapidamente e conseguiu conduzir o agressor a delegacia
policia	NOUN	1	9	36	0	um homem de 49 anos foi agredido na manha desta tercafeira 29 durante uma tentativa de roubo no centro de niteroi rj o crime ocorreu por volta das 9h na avenida ernani do amaral peixoto a policia agiu rapidamente e conseguiu conduzir o agressor a delegacia
agiu	VERB	1	9	37	0	um homem de 49 anos foi agredido na manha desta tercafeira 29 durante uma tentativa de roubo no centro de niteroi rj o crime ocorreu por volta das 9h na avenida ernani do amaral peixoto a policia agiu rapidamente e conseguiu conduzir o agressor a delegacia
rapidamente	ADV	0	9	38	0	um homem de 49 anos foi agredido na manha desta tercafeira 29 durante uma tentativa de roubo no centro de niteroi rj o crime ocorreu por volta das 9h na avenida ernani do amaral peixoto a policia agiu rapidamente e conseguiu conduzir o agressor a delegacia
e	CCONJ	0	9	39	0	um homem de 49 anos foi agredido na manha desta tercafeira 29 durante uma tentativa de roubo no centro de niteroi rj o crime ocorreu por volta das 9h na avenida ernani do amaral peixoto a policia agiu rapidamente e conseguiu conduzir o agressor a delegacia
conseguiu	VERB	0	9	40	0	um homem de 49 anos foi agredido na manha desta tercafeira 29 durante uma tentativa de roubo no centro de niteroi rj o crime ocorreu por volta das 9h na avenida ernani do amaral peixoto a policia agiu rapidamente e conseguiu conduzir o agressor a delegacia
conduzir	VERB	0	9	41	0	um homem de 49 anos foi agredido na manha desta tercafeira 29 durante uma tentativa de roubo no centro de niteroi rj o crime ocorreu por volta das 9h na avenida ernani do amaral peixoto a policia agiu rapidamente e conseguiu conduzir o agressor a delegacia
o	DET	0	9	42	0	um homem de 49 anos foi agredido na manha desta tercafeira 29 durante uma tentativa de roubo no centro de niteroi rj o crime ocorreu por volta das 9h na avenida ernani do amaral peixoto a policia agiu rapidamente e conseguiu conduzir o agressor a delegacia
agressor	NOUN	1	9	43	0	um homem de 49 anos foi agredido na manha desta tercafeira 29 durante uma tentativa de roubo no centro de niteroi rj o crime ocorreu por volta das 9h na avenida ernani do amaral peixoto a policia agiu rapidamente e conseguiu conduzir o agressor a delegacia
a	DET	0	9	44	0	um homem de 49 anos foi agredido na manha desta tercafeira 29 durante uma tentativa de roubo no centro de niteroi rj o crime ocorreu por volta das 9h na avenida ernani do amaral peixoto a policia agiu rapidamente e conseguiu conduzir o agressor a delegacia
delegacia	NOUN	1	9	45	0	um homem de 49 anos foi agredido na manha desta tercafeira 29 durante uma tentativa de roubo no centro de niteroi rj o crime ocorreu por volta das 9h na avenida ernani do amaral peixoto a policia agiu rapidamente e conseguiu conduzir o agressor a delegacia
8	['DET', 'NOUN', 'ADP', 'NUM', 'NOUN', 'AUX', 'VERB', 'ADP', 'NOUN', 'ADP', 'PROPN', 'NUM', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'DET', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'DET', 'NOUN', 'VERB', 'ADV', 'CCONJ', 'VERB', 'VERB', 'DET', 'NOUN', 'DET', 'NOUN']	[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1]	9	8	1	um homem de 49 anos foi agredido na manha desta tercafeira 29 durante uma tentativa de roubo no centro de niteroi rj o crime ocorreu por volta das 9h na avenida ernani do amaral peixoto a policia agiu rapidamente e conseguiu conduzir o agressor a delegacia
homem	NOUN	0	10	0	0	homem e morto dentro de casa e esposa baleada no bairro cassange dhpp investiga o crime
e	CCONJ	0	10	1	0	homem e morto dentro de casa e esposa baleada no bairro cassange dhpp investiga o crime
morto	VERB	0	10	2	0	homem e morto dentro de casa e esposa baleada no bairro cassange dhpp investiga o crime
dentro	ADV	0	10	3	0	homem e morto dentro de casa e esposa baleada no bairro cassange dhpp investiga o crime
de	ADP	0	10	4	0	homem e morto dentro de casa e esposa baleada no bairro cassange dhpp investiga o crime
casa	NOUN	0	10	5	0	homem e morto dentro de casa e esposa baleada no bairro cassange dhpp investiga o crime
e	CCONJ	0	10	6	0	homem e morto dentro de casa e esposa baleada no bairro cassange dhpp investiga o crime
esposa	ADJ	0	10	7	0	homem e morto dentro de casa e esposa baleada no bairro cassange dhpp investiga o crime
baleada	VERB	1	10	8	0	homem e morto dentro de casa e esposa baleada no bairro cassange dhpp investiga o crime
no	ADP	0	10	9	0	homem e morto dentro de casa e esposa baleada no bairro cassange dhpp investiga o crime
bairro	NOUN	0	10	10	0	homem e morto dentro de casa e esposa baleada no bairro cassange dhpp investiga o crime
cassange	ADJ	1	10	11	0	homem e morto dentro de casa e esposa baleada no bairro cassange dhpp investiga o crime
dhpp	ADJ	1	10	12	0	homem e morto dentro de casa e esposa baleada no bairro cassange dhpp investiga o crime
investiga	VERB	1	10	13	0	homem e morto dentro de casa e esposa baleada no bairro cassange dhpp investiga o crime
o	DET	0	10	14	0	homem e morto dentro de casa e esposa baleada no bairro cassange dhpp investiga o crime
crime	NOUN	0	10	15	0	homem e morto dentro de casa e esposa baleada no bairro cassange dhpp investiga o crime
9	['NOUN', 'CCONJ', 'VERB', 'ADV', 'ADP', 'NOUN', 'CCONJ', 'ADJ', 'VERB', 'ADP', 'NOUN', 'ADJ', 'ADJ', 'VERB', 'DET', 'NOUN']	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0]	10	9	1	homem e morto dentro de casa e esposa baleada no bairro cassange dhpp investiga o crime
ladrao	NOUN	1	11	0	0	ladrao e baleado por seguranca de deputado durante assalto na avenida santo amaro zona sul de sao paulo brasilurgente bandjornalismo
e	CCONJ	0	11	1	0	ladrao e baleado por seguranca de deputado durante assalto na avenida santo amaro zona sul de sao paulo brasilurgente bandjornalismo
baleado	VERB	1	11	2	0	ladrao e baleado por seguranca de deputado durante assalto na avenida santo amaro zona sul de sao paulo brasilurgente bandjornalismo
por	ADP	0	11	3	0	ladrao e baleado por seguranca de deputado durante assalto na avenida santo amaro zona sul de sao paulo brasilurgente bandjornalismo
